candidate_pool_condition,variant_name,query_pair_id,query_subject,query_task,query_side,candidate_set_size,true_rank,top1_true_pair,top1_candidate_pair_id,top1_candidate_subject,top1_candidate_task,top1_candidate_side,top1_same_subject,top1_same_subject_wrong_task_or_side,same_subject_wrong_available,best_same_subject_rank,best_same_subject_wrong_rank,true_beats_same_subject_wrong,best_same_subject_wrong_pair_id,best_same_subject_wrong_task,best_same_subject_wrong_side
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,L,11,1,True,sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,L,True,False,True,1,2.0,True,sub-AB2PeX|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,L,8,1,True,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,L,True,False,True,1,5.0,True,sub-AbzsOg|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-AbzsOg|MoveL,sub-AbzsOg,MoveL,L,11,2,False,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,L,True,True,True,1,1.0,False,sub-AbzsOg|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-FIyfdR|HoldR,sub-FIyfdR,HoldR,R,4,1,True,sub-FIyfdR|HoldR,sub-FIyfdR,HoldR,R,True,False,True,1,2.0,True,sub-FIyfdR|MoveR,MoveR,R
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-FIyfdR|MoveR,sub-FIyfdR,MoveR,R,5,2,False,sub-FIyfdR|HoldR,sub-FIyfdR,HoldR,R,True,True,True,1,1.0,False,sub-FIyfdR|HoldR,HoldR,R
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-FYbcap|HoldL,sub-FYbcap,HoldL,L,4,1,True,sub-FYbcap|HoldL,sub-FYbcap,HoldL,L,True,False,True,1,2.0,True,sub-FYbcap|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-FYbcap|MoveL,sub-FYbcap,MoveL,L,11,2,False,sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,L,False,False,True,2,3.0,True,sub-FYbcap|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-PuPVlx|HoldL,sub-PuPVlx,HoldL,L,8,2,False,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,L,True,True,True,1,1.0,False,sub-PuPVlx|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,L,11,1,True,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,L,True,False,True,1,2.0,True,sub-PuPVlx|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-QZTsn6|HoldL,sub-QZTsn6,HoldL,L,8,2,False,sub-PuPVlx|HoldL,sub-PuPVlx,HoldL,L,False,False,True,2,3.0,True,sub-QZTsn6|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-QZTsn6|MoveL,sub-QZTsn6,MoveL,L,11,3,False,sub-QZTsn6|HoldL,sub-QZTsn6,HoldL,L,True,True,True,1,1.0,False,sub-QZTsn6|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-VopvKx|HoldR,sub-VopvKx,HoldR,R,6,2,False,sub-VopvKx|MoveR,sub-VopvKx,MoveR,R,True,True,True,1,1.0,False,sub-VopvKx|MoveR,MoveR,R
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-VopvKx|MoveR,sub-VopvKx,MoveR,R,5,1,True,sub-VopvKx|MoveR,sub-VopvKx,MoveR,R,True,False,True,1,2.0,True,sub-VopvKx|HoldR,HoldR,R
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-dCsWjQ|HoldL,sub-dCsWjQ,HoldL,L,8,4,False,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,L,False,False,True,4,7.0,True,sub-dCsWjQ|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-dCsWjQ|MoveL,sub-dCsWjQ,MoveL,L,11,9,False,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,L,False,False,True,5,5.0,False,sub-dCsWjQ|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-gNX5yb|HoldL,sub-gNX5yb,HoldL,L,4,2,False,sub-gNX5yb|MoveL,sub-gNX5yb,MoveL,L,True,True,True,1,1.0,False,sub-gNX5yb|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-gNX5yb|MoveL,sub-gNX5yb,MoveL,L,11,1,True,sub-gNX5yb|MoveL,sub-gNX5yb,MoveL,L,True,False,True,1,2.0,True,sub-gNX5yb|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-hnetKS|HoldL,sub-hnetKS,HoldL,L,8,2,False,sub-hnetKS|MoveL,sub-hnetKS,MoveL,L,True,True,True,1,1.0,False,sub-hnetKS|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-hnetKS|MoveL,sub-hnetKS,MoveL,L,11,1,True,sub-hnetKS|MoveL,sub-hnetKS,MoveL,L,True,False,True,1,2.0,True,sub-hnetKS|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-i4oK0F|HoldL,sub-i4oK0F,HoldL,L,4,1,True,sub-i4oK0F|HoldL,sub-i4oK0F,HoldL,L,True,False,True,1,2.0,True,sub-i4oK0F|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-i4oK0F|MoveL,sub-i4oK0F,MoveL,L,13,2,False,sub-i4oK0F|HoldL,sub-i4oK0F,HoldL,L,True,True,True,1,1.0,False,sub-i4oK0F|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-iDpl28|HoldR,sub-iDpl28,HoldR,R,5,1,True,sub-iDpl28|HoldR,sub-iDpl28,HoldR,R,True,False,False,1,,True,,,
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-jyC0j3|HoldR,sub-jyC0j3,HoldR,R,4,2,False,sub-jyC0j3|MoveR,sub-jyC0j3,MoveR,R,True,True,True,1,1.0,False,sub-jyC0j3|MoveR,MoveR,R
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-jyC0j3|MoveR,sub-jyC0j3,MoveR,R,5,1,True,sub-jyC0j3|MoveR,sub-jyC0j3,MoveR,R,True,False,True,1,2.0,True,sub-jyC0j3|HoldR,HoldR,R
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-oLNpHd|HoldL,sub-oLNpHd,HoldL,L,13,1,True,sub-oLNpHd|HoldL,sub-oLNpHd,HoldL,L,True,False,True,1,2.0,True,sub-oLNpHd|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2A_top5_aperiodic_rerank,sub-oLNpHd|MoveL,sub-oLNpHd,MoveL,L,13,1,True,sub-oLNpHd|MoveL,sub-oLNpHd,MoveL,L,True,False,True,1,2.0,True,sub-oLNpHd|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-0cGdk9|HoldL,sub-0cGdk9,HoldL,L,8,1,True,sub-0cGdk9|HoldL,sub-0cGdk9,HoldL,L,True,False,True,1,5.0,True,sub-0cGdk9|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-0cGdk9|MoveL,sub-0cGdk9,MoveL,L,11,1,True,sub-0cGdk9|MoveL,sub-0cGdk9,MoveL,L,True,False,True,1,5.0,True,sub-0cGdk9|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-2IU8mi|HoldL,sub-2IU8mi,HoldL,L,8,1,True,sub-2IU8mi|HoldL,sub-2IU8mi,HoldL,L,True,False,True,1,5.0,True,sub-2IU8mi|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-2IU8mi|MoveL,sub-2IU8mi,MoveL,L,11,1,True,sub-2IU8mi|MoveL,sub-2IU8mi,MoveL,L,True,False,True,1,5.0,True,sub-2IU8mi|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-2IhVOz|HoldR,sub-2IhVOz,HoldR,R,4,3,False,sub-FIyfdR|HoldR,sub-FIyfdR,HoldR,R,False,False,True,3,4.0,True,sub-2IhVOz|MoveR,MoveR,R
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-2IhVOz|MoveR,sub-2IhVOz,MoveR,R,5,4,False,sub-jyC0j3|MoveR,sub-jyC0j3,MoveR,R,False,False,True,4,5.0,True,sub-2IhVOz|HoldR,HoldR,R
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,L,13,1,True,sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,L,True,False,True,1,5.0,True,sub-AB2PeX|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,L,11,1,True,sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,L,True,False,True,1,5.0,True,sub-AB2PeX|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,L,8,1,True,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,L,True,False,True,1,5.0,True,sub-AbzsOg|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-AbzsOg|MoveL,sub-AbzsOg,MoveL,L,11,1,True,sub-AbzsOg|MoveL,sub-AbzsOg,MoveL,L,True,False,True,1,5.0,True,sub-AbzsOg|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-FIyfdR|HoldR,sub-FIyfdR,HoldR,R,4,1,True,sub-FIyfdR|HoldR,sub-FIyfdR,HoldR,R,True,False,True,1,4.0,True,sub-FIyfdR|MoveR,MoveR,R
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-FIyfdR|MoveR,sub-FIyfdR,MoveR,R,5,1,True,sub-FIyfdR|MoveR,sub-FIyfdR,MoveR,R,True,False,True,1,5.0,True,sub-FIyfdR|HoldR,HoldR,R
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-FYbcap|HoldL,sub-FYbcap,HoldL,L,4,1,True,sub-FYbcap|HoldL,sub-FYbcap,HoldL,L,True,False,True,1,4.0,True,sub-FYbcap|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-FYbcap|MoveL,sub-FYbcap,MoveL,L,11,1,True,sub-FYbcap|MoveL,sub-FYbcap,MoveL,L,True,False,True,1,5.0,True,sub-FYbcap|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-PuPVlx|HoldL,sub-PuPVlx,HoldL,L,8,1,True,sub-PuPVlx|HoldL,sub-PuPVlx,HoldL,L,True,False,True,1,5.0,True,sub-PuPVlx|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,L,11,1,True,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,L,True,False,True,1,5.0,True,sub-PuPVlx|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-QZTsn6|HoldL,sub-QZTsn6,HoldL,L,8,1,True,sub-QZTsn6|HoldL,sub-QZTsn6,HoldL,L,True,False,True,1,5.0,True,sub-QZTsn6|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-QZTsn6|MoveL,sub-QZTsn6,MoveL,L,11,1,True,sub-QZTsn6|MoveL,sub-QZTsn6,MoveL,L,True,False,True,1,5.0,True,sub-QZTsn6|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-VopvKx|HoldR,sub-VopvKx,HoldR,R,6,1,True,sub-VopvKx|HoldR,sub-VopvKx,HoldR,R,True,False,True,1,5.0,True,sub-VopvKx|MoveR,MoveR,R
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-VopvKx|MoveR,sub-VopvKx,MoveR,R,5,1,True,sub-VopvKx|MoveR,sub-VopvKx,MoveR,R,True,False,True,1,5.0,True,sub-VopvKx|HoldR,HoldR,R
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-dCsWjQ|HoldL,sub-dCsWjQ,HoldL,L,8,4,False,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,L,False,False,True,4,7.0,True,sub-dCsWjQ|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-dCsWjQ|MoveL,sub-dCsWjQ,MoveL,L,11,9,False,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,L,False,False,True,5,5.0,False,sub-dCsWjQ|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-gNX5yb|HoldL,sub-gNX5yb,HoldL,L,4,1,True,sub-gNX5yb|HoldL,sub-gNX5yb,HoldL,L,True,False,True,1,4.0,True,sub-gNX5yb|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-gNX5yb|MoveL,sub-gNX5yb,MoveL,L,11,1,True,sub-gNX5yb|MoveL,sub-gNX5yb,MoveL,L,True,False,True,1,5.0,True,sub-gNX5yb|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-hnetKS|HoldL,sub-hnetKS,HoldL,L,8,1,True,sub-hnetKS|HoldL,sub-hnetKS,HoldL,L,True,False,True,1,5.0,True,sub-hnetKS|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-hnetKS|MoveL,sub-hnetKS,MoveL,L,11,1,True,sub-hnetKS|MoveL,sub-hnetKS,MoveL,L,True,False,True,1,5.0,True,sub-hnetKS|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-i4oK0F|HoldL,sub-i4oK0F,HoldL,L,4,1,True,sub-i4oK0F|HoldL,sub-i4oK0F,HoldL,L,True,False,True,1,4.0,True,sub-i4oK0F|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-i4oK0F|MoveL,sub-i4oK0F,MoveL,L,13,1,True,sub-i4oK0F|MoveL,sub-i4oK0F,MoveL,L,True,False,True,1,5.0,True,sub-i4oK0F|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-iDpl28|HoldR,sub-iDpl28,HoldR,R,5,1,True,sub-iDpl28|HoldR,sub-iDpl28,HoldR,R,True,False,False,1,,True,,,
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-jyC0j3|HoldR,sub-jyC0j3,HoldR,R,4,1,True,sub-jyC0j3|HoldR,sub-jyC0j3,HoldR,R,True,False,True,1,4.0,True,sub-jyC0j3|MoveR,MoveR,R
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-jyC0j3|MoveR,sub-jyC0j3,MoveR,R,5,1,True,sub-jyC0j3|MoveR,sub-jyC0j3,MoveR,R,True,False,True,1,5.0,True,sub-jyC0j3|HoldR,HoldR,R
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-oLNpHd|HoldL,sub-oLNpHd,HoldL,L,13,1,True,sub-oLNpHd|HoldL,sub-oLNpHd,HoldL,L,True,False,True,1,5.0,True,sub-oLNpHd|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2B_gated_aperiodic_top5,sub-oLNpHd|MoveL,sub-oLNpHd,MoveL,L,13,1,True,sub-oLNpHd|MoveL,sub-oLNpHd,MoveL,L,True,False,True,1,5.0,True,sub-oLNpHd|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-0cGdk9|HoldL,sub-0cGdk9,HoldL,L,8,1,True,sub-0cGdk9|HoldL,sub-0cGdk9,HoldL,L,True,False,True,1,2.0,True,sub-0cGdk9|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-0cGdk9|MoveL,sub-0cGdk9,MoveL,L,11,1,True,sub-0cGdk9|MoveL,sub-0cGdk9,MoveL,L,True,False,True,1,3.0,True,sub-0cGdk9|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-2IU8mi|HoldL,sub-2IU8mi,HoldL,L,8,3,False,sub-2IU8mi|MoveL,sub-2IU8mi,MoveL,L,True,True,True,1,1.0,False,sub-2IU8mi|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-2IU8mi|MoveL,sub-2IU8mi,MoveL,L,11,1,True,sub-2IU8mi|MoveL,sub-2IU8mi,MoveL,L,True,False,True,1,2.0,True,sub-2IU8mi|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-2IhVOz|HoldR,sub-2IhVOz,HoldR,R,4,3,False,sub-FIyfdR|HoldR,sub-FIyfdR,HoldR,R,False,False,True,3,4.0,True,sub-2IhVOz|MoveR,MoveR,R
original_plus_same_subject_wrong_task_side,v2_reference,sub-2IhVOz|MoveR,sub-2IhVOz,MoveR,R,5,4,False,sub-VopvKx|MoveR,sub-VopvKx,MoveR,R,False,False,True,4,5.0,True,sub-2IhVOz|HoldR,HoldR,R
original_plus_same_subject_wrong_task_side,v2_reference,sub-AB2PeX|HoldL,sub-AB2PeX,HoldL,L,13,3,False,sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,L,True,True,True,1,1.0,False,sub-AB2PeX|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,L,11,1,True,sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,L,True,False,True,1,2.0,True,sub-AB2PeX|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,L,8,1,True,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,L,True,False,True,1,5.0,True,sub-AbzsOg|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-AbzsOg|MoveL,sub-AbzsOg,MoveL,L,11,2,False,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,L,True,True,True,1,1.0,False,sub-AbzsOg|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-FIyfdR|HoldR,sub-FIyfdR,HoldR,R,4,1,True,sub-FIyfdR|HoldR,sub-FIyfdR,HoldR,R,True,False,True,1,2.0,True,sub-FIyfdR|MoveR,MoveR,R
original_plus_same_subject_wrong_task_side,v2_reference,sub-FIyfdR|MoveR,sub-FIyfdR,MoveR,R,5,2,False,sub-FIyfdR|HoldR,sub-FIyfdR,HoldR,R,True,True,True,1,1.0,False,sub-FIyfdR|HoldR,HoldR,R
original_plus_same_subject_wrong_task_side,v2_reference,sub-FYbcap|HoldL,sub-FYbcap,HoldL,L,4,2,False,sub-FYbcap|MoveL,sub-FYbcap,MoveL,L,True,True,True,1,1.0,False,sub-FYbcap|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-FYbcap|MoveL,sub-FYbcap,MoveL,L,11,2,False,sub-AB2PeX|MoveL,sub-AB2PeX,MoveL,L,False,False,True,2,3.0,True,sub-FYbcap|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-PuPVlx|HoldL,sub-PuPVlx,HoldL,L,8,2,False,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,L,True,True,True,1,1.0,False,sub-PuPVlx|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,L,11,1,True,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,L,True,False,True,1,2.0,True,sub-PuPVlx|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-QZTsn6|HoldL,sub-QZTsn6,HoldL,L,8,2,False,sub-PuPVlx|HoldL,sub-PuPVlx,HoldL,L,False,False,True,2,3.0,True,sub-QZTsn6|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-QZTsn6|MoveL,sub-QZTsn6,MoveL,L,11,4,False,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,L,False,False,True,3,3.0,False,sub-QZTsn6|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-VopvKx|HoldR,sub-VopvKx,HoldR,R,6,2,False,sub-VopvKx|MoveR,sub-VopvKx,MoveR,R,True,True,True,1,1.0,False,sub-VopvKx|MoveR,MoveR,R
original_plus_same_subject_wrong_task_side,v2_reference,sub-VopvKx|MoveR,sub-VopvKx,MoveR,R,5,1,True,sub-VopvKx|MoveR,sub-VopvKx,MoveR,R,True,False,True,1,2.0,True,sub-VopvKx|HoldR,HoldR,R
original_plus_same_subject_wrong_task_side,v2_reference,sub-dCsWjQ|HoldL,sub-dCsWjQ,HoldL,L,8,5,False,sub-AbzsOg|HoldL,sub-AbzsOg,HoldL,L,False,False,True,5,7.0,True,sub-dCsWjQ|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-dCsWjQ|MoveL,sub-dCsWjQ,MoveL,L,11,9,False,sub-PuPVlx|MoveL,sub-PuPVlx,MoveL,L,False,False,True,5,5.0,False,sub-dCsWjQ|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-gNX5yb|HoldL,sub-gNX5yb,HoldL,L,4,2,False,sub-gNX5yb|MoveL,sub-gNX5yb,MoveL,L,True,True,True,1,1.0,False,sub-gNX5yb|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-gNX5yb|MoveL,sub-gNX5yb,MoveL,L,11,1,True,sub-gNX5yb|MoveL,sub-gNX5yb,MoveL,L,True,False,True,1,3.0,True,sub-gNX5yb|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-hnetKS|HoldL,sub-hnetKS,HoldL,L,8,2,False,sub-hnetKS|MoveL,sub-hnetKS,MoveL,L,True,True,True,1,1.0,False,sub-hnetKS|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-hnetKS|MoveL,sub-hnetKS,MoveL,L,11,1,True,sub-hnetKS|MoveL,sub-hnetKS,MoveL,L,True,False,True,1,2.0,True,sub-hnetKS|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-i4oK0F|HoldL,sub-i4oK0F,HoldL,L,4,1,True,sub-i4oK0F|HoldL,sub-i4oK0F,HoldL,L,True,False,True,1,2.0,True,sub-i4oK0F|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-i4oK0F|MoveL,sub-i4oK0F,MoveL,L,13,2,False,sub-i4oK0F|HoldL,sub-i4oK0F,HoldL,L,True,True,True,1,1.0,False,sub-i4oK0F|HoldL,HoldL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-iDpl28|HoldR,sub-iDpl28,HoldR,R,5,1,True,sub-iDpl28|HoldR,sub-iDpl28,HoldR,R,True,False,False,1,,True,,,
original_plus_same_subject_wrong_task_side,v2_reference,sub-jyC0j3|HoldR,sub-jyC0j3,HoldR,R,4,2,False,sub-jyC0j3|MoveR,sub-jyC0j3,MoveR,R,True,True,True,1,1.0,False,sub-jyC0j3|MoveR,MoveR,R
original_plus_same_subject_wrong_task_side,v2_reference,sub-jyC0j3|MoveR,sub-jyC0j3,MoveR,R,5,1,True,sub-jyC0j3|MoveR,sub-jyC0j3,MoveR,R,True,False,True,1,3.0,True,sub-jyC0j3|HoldR,HoldR,R
original_plus_same_subject_wrong_task_side,v2_reference,sub-oLNpHd|HoldL,sub-oLNpHd,HoldL,L,13,1,True,sub-oLNpHd|HoldL,sub-oLNpHd,HoldL,L,True,False,True,1,3.0,True,sub-oLNpHd|MoveL,MoveL,L
original_plus_same_subject_wrong_task_side,v2_reference,sub-oLNpHd|MoveL,sub-oLNpHd,MoveL,L,13,1,True,sub-oLNpHd|MoveL,sub-oLNpHd,MoveL,L,True,False,True,1,2.0,True,sub-oLNpHd|HoldL,HoldL,L
